,128			 ,152			  ,114			   ,112			    ,121		     ,116		      ,115		       ,132			,121			 ,117
,135			 ,130			  ,158			   ,133			    ,143		     ,139		      ,149		       ,139			,135			 ,142
,161			 ,161			  ,157			   ,155			    ,168		     ,165		      ,160		       ,166			,156			 ,159
,178			 ,179			  ,185			   ,183			    ,180		     ,176		      ,179		       ,190			,185			 ,187
,203			 ,201			  ,202			   ,228			    ,202		     ,199		      ,199		       ,201			,197			 ,204
,222			 ,220			  ,225			   ,217			    ,220		     ,219		      ,226		       ,221			,220			 ,227
,239			 ,239			  ,245			   ,240			    ,243		     ,243		      ,245		       ,245			,246			 ,242
,271			 ,265			  ,262			   ,267			    ,274		     ,277		      ,260		       ,264			,266			 ,258
,281			 ,289			  ,284			   ,282			    ,280		     ,280		      ,285		       ,278			,284			 ,289
,318			 ,307			  ,325			   ,307			    ,314		     ,305		      ,305		       ,303			,305			 ,320
,326			 ,334			  ,329			   ,325			    ,332		     ,328		      ,317		       ,345			,327			 ,328
