,8397			 ,8638			  ,7829			   ,9744		    ,7985		     ,7941		      ,7544		       ,9144			,7811			 ,8139
,13011			 ,14317			  ,13386		   ,12576		    ,12400		     ,13318		      ,14592		       ,14228			,13737			 ,14257
,18853			 ,17916			  ,19358		   ,18595		    ,19556		     ,17987		      ,18090		       ,17997			,18704			 ,18591
,22707			 ,23017			  ,22871		   ,23021		    ,25145		     ,24084		      ,22389		       ,23067			,22766			 ,24087
,27445			 ,27365			  ,27215		   ,26651		    ,28257		     ,27008		      ,27289		       ,26913			,27501			 ,26614
,31491			 ,30751			  ,33235		   ,30347		    ,31687		     ,30966		      ,30816		       ,30904			,31455			 ,31236
,35223			 ,35445			  ,35438		   ,35095		    ,35495		     ,34785		      ,34973		       ,36348			,34918			 ,35718
,39269			 ,38185			  ,39777		   ,38643		    ,38821		     ,38982		      ,38775		       ,39506			,38892			 ,39050
,43194			 ,42411			  ,44155		   ,42084		    ,44126		     ,41344		      ,42805		       ,43035			,44333			 ,43705
,47032			 ,48285			  ,46590		   ,46637		    ,47488		     ,46682		      ,46408		       ,46768			,47127			 ,46819
,52116			 ,51507			  ,50669		   ,50991		    ,50551		     ,50554		      ,50579		       ,50887			,50633			 ,50751
