,215			 ,214			  ,185			   ,185			    ,211		     ,202		      ,177		       ,208			,207			 ,191
,383			 ,384			  ,412			   ,423			    ,388		     ,412		      ,389		       ,416			,400			 ,421
,626			 ,632			  ,614			   ,631			    ,587		     ,642		      ,590		       ,640			,653			 ,597
,877			 ,835			  ,852			   ,843			    ,877		     ,789		      ,855		       ,833			,866			 ,811
,1034			 ,1024			  ,1058			   ,1027		    ,1038		     ,1026		      ,1045		       ,1024			,1041			 ,1027
,1309			 ,1290			  ,1257			   ,1284		    ,1274		     ,1303		      ,1278		       ,1302			,1363			 ,1292
,1743			 ,1477			  ,1549			   ,1533		    ,1516		     ,1509		      ,1506		       ,1522			,1490			 ,1511
,1601			 ,1795			  ,1613			   ,1730		    ,1637		     ,1602		      ,1609		       ,1738			,1612			 ,1799
,1830			 ,1859			  ,1854			   ,1939		    ,1885		     ,1841		      ,1828		       ,1891			,1841			 ,1977
,2055			 ,2073			  ,2053			   ,2035		    ,2040		     ,2067		      ,2036		       ,2078			,2035			 ,2032
,2253			 ,2254			  ,2286			   ,2288		    ,2263		     ,2256		      ,2250		       ,2273			,2258			 ,2251
