,5985			 ,6383			  ,6263			   ,6146		    ,6071		     ,6180		      ,5978		       ,6485			,6011			 ,5910
,16870			 ,16703			  ,16854		   ,16419		    ,16515		     ,17698		      ,16821		       ,17073			,17099			 ,16650
,28521			 ,28476			  ,29556		   ,28689		    ,28451		     ,28907		      ,28509		       ,28537			,28564			 ,28276
,40483			 ,40948			  ,40536		   ,40733		    ,40313		     ,40399		      ,40672		       ,40156			,39963			 ,40030
,52196			 ,51999			  ,51830		   ,52344		    ,52121		     ,52650		      ,52267		       ,53069			,52143			 ,52652
,64548			 ,64940			  ,65045		   ,63880		    ,64292		     ,64119		      ,64028		       ,64531			,64541			 ,64288
,76313			 ,77244			  ,77259		   ,76491		    ,75911		     ,76703		      ,77536		       ,76963			,76440			 ,77315
,88870			 ,88898			  ,89734		   ,89709		    ,89147		     ,89711		      ,89812		       ,88975			,88918			 ,89168
,101867			 ,100259		  ,102087		   ,101098		    ,101991		     ,101426		      ,101340		       ,100963			,101703			 ,101819
,114394			 ,115225		  ,113840		   ,113885		    ,114042		     ,114433		      ,114245		       ,114891			,114063			 ,114209
,127256			 ,126999		  ,126997		   ,127450		    ,127392		     ,126868		      ,127257		       ,127165			,126696			 ,127304
