,6894			 ,5809			  ,5698			   ,7093		    ,5563		     ,6048		      ,5899		       ,6491			,5573			 ,6248
,14776			 ,14245			  ,14675		   ,14882		    ,14433		     ,13842		      ,13959		       ,15558			,14544			 ,14553
,24588			 ,23838			  ,23032		   ,24505		    ,22036		     ,23762		      ,22818		       ,22315			,23401			 ,22900
,31088			 ,31429			  ,29902		   ,29972		    ,29652		     ,30372		      ,30719		       ,30618			,30930			 ,29634
,32953			 ,37285			  ,34444		   ,36612		    ,36311		     ,36587		      ,38336		       ,38543			,35862			 ,37481
,44561			 ,42094			  ,44072		   ,43674		    ,42118		     ,45619		      ,47064		       ,43885			,44831			 ,44884
,51261			 ,51454			  ,49967		   ,51640		    ,51572		     ,51293		      ,51237		       ,49358			,49772			 ,50492
,54381			 ,59090			  ,58328		   ,59571		    ,57834		     ,59144		      ,56753		       ,57693			,57597			 ,59299
,64945			 ,65954			  ,66195		   ,64154		    ,66023		     ,64117		      ,65703		       ,67678			,65361			 ,65135
,69533			 ,72971			  ,70277		   ,71888		    ,73365		     ,72953		      ,72305		       ,71468			,70558			 ,70786
,79518			 ,78204			  ,77954		   ,77734		    ,78297		     ,77055		      ,79234		       ,81217			,80647			 ,79817
