,7	  ,4	    ,5	      ,4	,7	  ,5	    ,11
,6	  ,4	    ,3	      ,5	,3	  ,7	    ,11
,7	  ,4	    ,5	      ,3	,14	  ,3	    ,10
,7	  ,4	    ,3	      ,3	,3	  ,12	    ,11
,7	  ,4	    ,4	      ,4	,3	  ,4	    ,12
,7	  ,4	    ,7	      ,4	,7	  ,7	    ,13
,7	  ,5	    ,4	      ,4	,10	  ,7	    ,12
,7	  ,5	    ,4	      ,6	,5	  ,8	    ,13
,7	  ,4	    ,4	      ,4	,4	  ,21	    ,12
,7	  ,5	    ,4	      ,4	,9	  ,4	    ,13
,7	  ,5	    ,4	      ,5	,3	  ,10	    ,13
,7	  ,5	    ,4	      ,7	,4	  ,11	    ,11
,7	  ,5	    ,4	      ,4	,7	  ,8	    ,12
,7	  ,5	    ,4	      ,4	,6	  ,11	    ,12
,7	  ,5	    ,4	      ,5	,7	  ,14	    ,13
,7	  ,5	    ,4	      ,4	,4	  ,15	    ,12
,7	  ,5	    ,6	      ,5	,7	  ,16	    ,14
,7	  ,5	    ,4	      ,5	,6	  ,12	    ,12
,7	  ,5	    ,4	      ,4	,4	  ,16	    ,13
,8	  ,5	    ,4	      ,4	,5	  ,9	    ,13
,9	  ,5	    ,4	      ,5	,4	  ,6	    ,12
,9	  ,5	    ,4	      ,5	,5	  ,10	    ,12
,9	  ,6	    ,5	      ,4	,5	  ,10	    ,15
,9	  ,5	    ,5	      ,4	,8	  ,8	    ,13
,9	  ,6	    ,5	      ,4	,4	  ,4	    ,12
,10	  ,6	    ,5	      ,10	,5	  ,4	    ,12
,9	  ,6	    ,5	      ,5	,10	  ,22	    ,15
,9	  ,6	    ,5	      ,5	,4	  ,12	    ,12
