,105412			 ,100325		  ,96430		   ,108496		    ,96632		     ,98263		      ,106842		       ,101548			,99761			 ,100939
,106636			 ,99321			  ,123991		   ,103499		    ,127633		     ,111682		      ,104180		       ,113648			,100926			 ,106858
,108796			 ,97280			  ,118839		   ,115932		    ,107319		     ,118967		      ,106131		       ,111959			,134960			 ,107427
,109015			 ,119813		  ,135146		   ,137217		    ,137891		     ,143877		      ,102389		       ,129417			,120488			 ,118429
,123636			 ,107095		  ,122372		   ,109142		    ,127530		     ,117114		      ,136171		       ,153902			,115772			 ,104964
,136375			 ,130426		  ,106229		   ,159881		    ,103873		     ,106701		      ,105190		       ,122628			,112355			 ,130321
,103355			 ,136448		  ,124876		   ,137779		    ,115718		     ,119801		      ,126039		       ,128231			,136233			 ,111742
,111802			 ,102778		  ,124104		   ,130931		    ,107896		     ,97896		      ,105106		       ,107152			,125013			 ,108390
,106911			 ,118657		  ,119958		   ,105058		    ,104349		     ,118963		      ,111059		       ,105513			,107519			 ,133205
,103352			 ,120354		  ,132365		   ,115708		    ,117739		     ,105574		      ,118091		       ,116491			,116740			 ,129305
,127392			 ,116402		  ,121470		   ,104956		    ,112421		     ,119515		      ,112409		       ,103325			,128038			 ,105645
