,6508			 ,6458			  ,6489			   ,5811		    ,5732		     ,5817		      ,6253		       ,5634			,5768			 ,5928
,8174			 ,10435			  ,10823		   ,9889		    ,9792		     ,13575		      ,8720		       ,9551			,9791			 ,7682
,14648			 ,11511			  ,13388		   ,11733		    ,12345		     ,15557		      ,13626		       ,14308			,18086			 ,19698
,16591			 ,21870			  ,18300		   ,26232		    ,18930		     ,16620		      ,20373		       ,16522			,19582			 ,31265
,22948			 ,34352			  ,28880		   ,21341		    ,24708		     ,26172		      ,31147		       ,24363			,22405			 ,20111
,41079			 ,29028			  ,38340		   ,25884		    ,27544		     ,37669		      ,25477		       ,26130			,31093			 ,30972
,35105			 ,36212			  ,28117		   ,31279		    ,26924		     ,34498		      ,37302		       ,33534			,38727			 ,35917
,39534			 ,33513			  ,38294		   ,30962		    ,37506		     ,33604		      ,50109		       ,32955			,45392			 ,32212
,35404			 ,44654			  ,41570		   ,41392		    ,38664		     ,55652		      ,52710		       ,43621			,34332			 ,42602
,45490			 ,52108			  ,52118		   ,55775		    ,40687		     ,62327		      ,44004		       ,62262			,46038			 ,46304
,64942			 ,52881			  ,50347		   ,46291		    ,39893		     ,56174		      ,43611		       ,53212			,46781			 ,55823
