,247			 ,246			  ,244			   ,246			    ,237		     ,249		      ,256		       ,249			,250			 ,253
,253			 ,269			  ,301			   ,280			    ,267		     ,322		      ,268		       ,274			,292			 ,248
,307			 ,281			  ,279			   ,266			    ,269		     ,495		      ,301		       ,285			,370			 ,336
,258			 ,323			  ,428			   ,376			    ,309		     ,265		      ,304		       ,270			,302			 ,455
,280			 ,375			  ,334			   ,262			    ,337		     ,328		      ,377		       ,321			,294			 ,252
,373			 ,306			  ,385			   ,303			    ,308		     ,387		      ,278		       ,304			,331			 ,329
,322			 ,320			  ,277			   ,305			    ,272		     ,324		      ,355		       ,307			,340			 ,479
,334			 ,308			  ,334			   ,299			    ,315		     ,298		      ,379		       ,297			,372			 ,282
,332			 ,362			  ,359			   ,367			    ,350		     ,425		      ,400		       ,366			,330			 ,344
,315			 ,340			  ,348			   ,352			    ,301		     ,368		      ,316		       ,382			,339			 ,344
,342			 ,290			  ,294			   ,267			    ,250		     ,316		      ,249		       ,321			,267			 ,301
