,251			 ,252			  ,248			   ,251			    ,256		     ,249		      ,250		       ,257			,247			 ,258
,268			 ,260			  ,263			   ,258			    ,255		     ,261		      ,272		       ,251			,255			 ,267
,265			 ,261			  ,274			   ,259			    ,284		     ,264		      ,259		       ,269			,259			 ,270
,259			 ,263			  ,268			   ,260			    ,260		     ,271		      ,256		       ,253			,260			 ,264
,262			 ,257			  ,265			   ,263			    ,267		     ,264		      ,259		       ,262			,270			 ,258
,269			 ,261			  ,270			   ,263			    ,265		     ,272		      ,264		       ,276			,264			 ,267
,267			 ,274			  ,269			   ,265			    ,264		     ,271		      ,269		       ,284			,271			 ,276
,277			 ,270			  ,271			   ,272			    ,268		     ,266		      ,275		       ,270			,296			 ,268
,305			 ,628			  ,309			   ,308			    ,300		     ,309		      ,317		       ,315			,311			 ,309
,277			 ,277			  ,275			   ,279			    ,317		     ,278		      ,283		       ,429			,271			 ,277
,234			 ,230			  ,225			   ,223			    ,233		     ,230		      ,225		       ,227			,228			 ,228
