,281			 ,289			  ,281			   ,276			    ,275		     ,304		      ,283		       ,289			,280			 ,285
,301			 ,286			  ,290			   ,292			    ,290		     ,296		      ,308		       ,291			,300			 ,313
,294			 ,301			  ,306			   ,310			    ,296		     ,315		      ,300		       ,304			,300			 ,323
,321			 ,318			  ,323			   ,315			    ,321		     ,318		      ,318		       ,315			,319			 ,313
,333			 ,349			  ,329			   ,335			    ,344		     ,328		      ,331		       ,331			,338			 ,334
,345			 ,355			  ,353			   ,362			    ,356		     ,367		      ,355		       ,350			,353			 ,347
,358			 ,377			  ,364			   ,360			    ,361		     ,360		      ,365		       ,371			,369			 ,375
,387			 ,391			  ,388			   ,377			    ,382		     ,386		      ,385		       ,382			,388			 ,386
,400			 ,398			  ,403			   ,410			    ,395		     ,409		      ,390		       ,392			,405			 ,399
,413			 ,417			  ,409			   ,414			    ,423		     ,429		      ,419		       ,419			,416			 ,409
,437			 ,435			  ,434			   ,444			    ,461		     ,437		      ,434		       ,424			,435			 ,431
