,17066			 ,18300			  ,15867		   ,15963		    ,19406		     ,17751		      ,17240		       ,16836			,15846			 ,17371
,18614			 ,17277			  ,16525		   ,18545		    ,17874		     ,17732		      ,21360		       ,17078			,18356			 ,21770
,20096			 ,18501			  ,19027		   ,21011		    ,18456		     ,20053		      ,19291		       ,20144			,21659			 ,20451
,23022			 ,24130			  ,22496		   ,22011		    ,23740		     ,22219		      ,23734		       ,24200			,22774			 ,22478
,26172			 ,27624			  ,25803		   ,26043		    ,27768		     ,24970		      ,26435		       ,24813			,25893			 ,26073
,31163			 ,28524			  ,32437		   ,31663		    ,31706		     ,31999		      ,30138		       ,30928			,29117			 ,29210
,34631			 ,37552			  ,33776		   ,36856		    ,34952		     ,36976		      ,38645		       ,34162			,34785			 ,37846
,42604			 ,39202			  ,42673		   ,34498		    ,36299		     ,41750		      ,39137		       ,37139			,38726			 ,40944
,48057			 ,43450			  ,41674		   ,49997		    ,47071		     ,45088		      ,40035		       ,40181			,44303			 ,48237
,48329			 ,51936			  ,44867		   ,48194		    ,53600		     ,53033		      ,48830		       ,49632			,51980			 ,49239
,61753			 ,46847			  ,56793		   ,50295		    ,52101		     ,47383		      ,51148		       ,47068			,59232			 ,53065
