,6083			 ,7288			  ,7548			   ,6659		    ,6272		     ,8414		      ,8066		       ,6234			,7040			 ,6808
,9787			 ,9249			  ,11294		   ,9297		    ,13649		     ,10040		      ,8879		       ,11901			,11336			 ,10092
,13835			 ,12173			  ,15431		   ,16242		    ,13487		     ,15671		      ,13039		       ,14565			,17376			 ,14521
,18305			 ,20122			  ,22177		   ,22285		    ,22083		     ,22994		      ,16575		       ,23140			,20843			 ,20582
,25208			 ,23961			  ,23237		   ,22054		    ,25959		     ,21861		      ,28937		       ,28693			,22309			 ,19489
,34235			 ,29754			  ,25018		   ,39050		    ,25317		     ,24007		      ,25031		       ,28743			,25003			 ,29562
,28683			 ,34154			  ,31843		   ,33806		    ,29509		     ,29109		      ,33598		       ,32912			,34649			 ,30640
,33077			 ,31389			  ,36410		   ,38915		    ,32444		     ,29985		      ,34641		       ,32056			,35598			 ,33539
,37854			 ,37359			  ,38480		   ,37016		    ,38193		     ,38883		      ,37216		       ,37201			,37109			 ,41209
,42302			 ,42532			  ,42719		   ,41313		    ,41954		     ,41320		      ,40938		       ,39375			,42399			 ,53177
,47018			 ,48321			  ,49453		   ,48304		    ,42406		     ,47817		      ,45057		       ,43287			,46454			 ,42829
