,605			 ,620			  ,632			   ,648			    ,600		     ,661		      ,664		       ,596			,619			 ,590
,670			 ,656			  ,682			   ,664			    ,688		     ,688		      ,653		       ,662			,674			 ,664
,727			 ,789			  ,740			   ,751			    ,730		     ,1025		      ,749		       ,705			,763			 ,700
,740			 ,835			  ,828			   ,796			    ,772		     ,723		      ,769		       ,762			,794			 ,764
,796			 ,775			  ,816			   ,792			    ,812		     ,781		      ,886		       ,1014			,786			 ,784
,754			 ,762			  ,769			   ,780			    ,773		     ,819		      ,806		       ,857			,776			 ,799
,812			 ,802			  ,801			   ,836			    ,798		     ,820		      ,800		       ,827			,846			 ,831
,851			 ,836			  ,893			   ,831			    ,828		     ,860		      ,836		       ,822			,870			 ,832
,943			 ,958			  ,952			   ,938			    ,920		     ,933		      ,1071		       ,940			,939			 ,930
,877			 ,884			  ,867			   ,871			    ,883		     ,891		      ,880		       ,904			,871			 ,878
,860			 ,873			  ,867			   ,869			    ,870		     ,860		      ,850		       ,891			,870			 ,878
