,245			 ,259			  ,263			   ,274			    ,259		     ,282		      ,273		       ,238			,262			 ,247
,269			 ,266			  ,271			   ,280			    ,286		     ,275		      ,263		       ,263			,254			 ,273
,420			 ,306			  ,267			   ,283			    ,283		     ,323		      ,301		       ,278			,299			 ,267
,428			 ,328			  ,318			   ,306			    ,294		     ,273		      ,302		       ,306			,308			 ,296
,273			 ,265			  ,283			   ,279			    ,279		     ,269		      ,319		       ,379			,274			 ,268
,269			 ,273			  ,283			   ,274			    ,280		     ,305		      ,297		       ,327			,278			 ,290
,279			 ,269			  ,279			   ,291			    ,267		     ,286		      ,278		       ,264			,286			 ,286
,278			 ,279			  ,283			   ,272			    ,262		     ,288		      ,270		       ,270			,291			 ,292
,309			 ,313			  ,320			   ,316			    ,303		     ,303		      ,313		       ,314			,307			 ,307
,275			 ,287			  ,278			   ,274			    ,295		     ,285		      ,288		       ,288			,276			 ,282
,229			 ,229			  ,229			   ,231			    ,237		     ,226		      ,222		       ,231			,234			 ,232
