,273			 ,255			  ,282			   ,241			    ,247		     ,255		      ,259		       ,265			,245			 ,258
,350			 ,253			  ,246			   ,286			    ,314		     ,271		      ,255		       ,259			,322			 ,273
,363			 ,478			  ,267			   ,259			    ,261		     ,273		      ,292		       ,298			,301			 ,277
,311			 ,302			  ,268			   ,317			    ,361		     ,427		      ,297		       ,402			,325			 ,263
,288			 ,253			  ,279			   ,416			    ,338		     ,298		      ,297		       ,290			,328			 ,354
,366			 ,275			  ,364			   ,288			    ,308		     ,329		      ,353		       ,272			,324			 ,359
,342			 ,409			  ,314			   ,323			    ,313		     ,336		      ,336		       ,297			,326			 ,297
,338			 ,328			  ,387			   ,311			    ,323		     ,290		      ,358		       ,364			,313			 ,322
,363			 ,567			  ,353			   ,367			    ,373		     ,378		      ,385		       ,396			,347			 ,381
,352			 ,369			  ,314			   ,325			    ,369		     ,282		      ,370		       ,354			,319			 ,333
,263			 ,295			  ,248			   ,306			    ,315		     ,309		      ,277		       ,326			,301			 ,244
