,7120			 ,6799			  ,7143			   ,8037		    ,7792		     ,7768		      ,6838		       ,6705			,7204			 ,6707
,14383			 ,13187			  ,13967		   ,13560		    ,15168		     ,15128		      ,12684		       ,13313			,14097			 ,12505
,19589			 ,20216			  ,19396		   ,20022		    ,19916		     ,19473		      ,20686		       ,19200			,18763			 ,18320
,25445			 ,24566			  ,24590		   ,24387		    ,25506		     ,25372		      ,25227		       ,25149			,25042			 ,27079
,31948			 ,29549			  ,28947		   ,30726		    ,30831		     ,29720		      ,29382		       ,30597			,30492			 ,31059
,35576			 ,35914			  ,35181		   ,35755		    ,34350		     ,36845		      ,34708		       ,34762			,35479			 ,36346
,40644			 ,41831			  ,40090		   ,40856		    ,39717		     ,39702		      ,41888		       ,41740			,40877			 ,41191
,46001			 ,44699			  ,46343		   ,45538		    ,44183		     ,45790		      ,44740		       ,44356			,44473			 ,45903
,49365			 ,49688			  ,50287		   ,49821		    ,49309		     ,50801		      ,50224		       ,48859			,48542			 ,49074
,54563			 ,54295			  ,54072		   ,54948		    ,54526		     ,54805		      ,53217		       ,55299			,54477			 ,55563
,60042			 ,58794			  ,59344		   ,60144		    ,58504		     ,59073		      ,59656		       ,59473			,58607			 ,59673
