,3859			 ,2779			  ,3719			   ,2757		    ,3407		     ,2837		      ,2623		       ,2430			,2692			 ,2695
,4361			 ,5115			  ,6340			   ,4799		    ,4694		     ,4666		      ,4594		       ,4466			,5034			 ,5116
,6852			 ,7113			  ,7809			   ,6652		    ,6000		     ,6042		      ,6261		       ,5869			,6747			 ,7799
,8956			 ,9534			  ,7386			   ,7995		    ,9129		     ,8905		      ,9620		       ,7741			,7740			 ,7951
,8266			 ,8572			  ,8344			   ,8330		    ,9968		     ,9401		      ,9100		       ,9292			,8324			 ,8553
,9405			 ,9312			  ,9224			   ,10099		    ,9572		     ,9782		      ,11512		       ,9770			,10126			 ,9444
,10380			 ,10337			  ,11431		   ,10431		    ,10457		     ,10255		      ,10525		       ,11161			,10169			 ,11422
,10878			 ,11517			  ,11222		   ,11432		    ,10836		     ,11761		      ,11237		       ,11771			,10936			 ,11006
,11391			 ,11769			  ,11882		   ,12111		    ,11742		     ,11807		      ,11883		       ,11915			,11990			 ,12465
,12314			 ,12641			  ,12461		   ,12550		    ,13336		     ,12342		      ,12670		       ,12505			,13349			 ,12606
,13129			 ,12872			  ,12987		   ,12984		    ,12803		     ,13179		      ,12909		       ,13264			,13216			 ,13026
