,104			 ,109			  ,105			   ,103			    ,102		     ,102		      ,98		       ,103			,104			 ,116
,135			 ,129			  ,146			   ,132			    ,127		     ,133		      ,132		       ,132			,125			 ,131
,161			 ,159			  ,169			   ,162			    ,160		     ,162		      ,154		       ,172			,162			 ,156
,186			 ,194			  ,182			   ,183			    ,190		     ,200		      ,189		       ,184			,184			 ,186
,204			 ,229			  ,209			   ,222			    ,224		     ,218		      ,210		       ,218			,212			 ,213
,241			 ,231			  ,242			   ,243			    ,233		     ,239		      ,257		       ,244			,249			 ,243
,269			 ,266			  ,267			   ,262			    ,268		     ,256		      ,260		       ,264			,272			 ,267
,287			 ,295			  ,295			   ,295			    ,299		     ,287		      ,278		       ,294			,293			 ,298
,311			 ,317			  ,318			   ,309			    ,311		     ,313		      ,317		       ,313			,316			 ,311
,333			 ,339			  ,342			   ,335			    ,344		     ,339		      ,341		       ,341			,340			 ,343
,369			 ,362			  ,368			   ,374			    ,368		     ,368		      ,366		       ,369			,380			 ,373
