,6131			 ,6310			  ,6236			   ,6257		    ,6381		     ,6278		      ,6445		       ,6501			,6689			 ,6423
,21061			 ,21147			  ,21697		   ,21777		    ,21085		     ,20979		      ,21907		       ,21723			,21722			 ,21804
,33397			 ,34702			  ,33888		   ,34405		    ,35517		     ,34746		      ,33930		       ,33594			,34456			 ,34570
,46429			 ,45781			  ,49724		   ,45221		    ,47284		     ,46536		      ,45993		       ,45143			,45987			 ,44619
,62342			 ,60464			  ,61551		   ,60670		    ,61752		     ,61562		      ,61470		       ,60736			,63581			 ,64821
,73916			 ,74383			  ,74279		   ,73545		    ,77732		     ,77038		      ,76249		       ,75563			,76894			 ,76887
,89537			 ,91687			  ,89563		   ,90202		    ,91076		     ,94357		      ,90848		       ,90193			,89397			 ,90731
,104055			 ,105198		  ,105487		   ,106377		    ,104678		     ,104489		      ,105860		       ,102793			,105311			 ,103046
,128604			 ,116299		  ,117728		   ,119747		    ,120065		     ,119038		      ,118761		       ,119111			,116442			 ,117493
,136551			 ,154475		  ,143613		   ,133223		    ,157281		     ,140666		      ,134491		       ,140713			,131756			 ,159924
,154529			 ,166474		  ,146583		   ,173113		    ,153368		     ,158409		      ,166323		       ,167121			,174914			 ,146336
