,98			 ,132			  ,111			   ,107			    ,98			     ,105		      ,102		       ,100			,98			 ,103
,145			 ,146			  ,143			   ,145			    ,144		     ,142		      ,150		       ,146			,144			 ,141
,190			 ,188			  ,182			   ,183			    ,185		     ,198		      ,186		       ,203			,197			 ,195
,230			 ,226			  ,227			   ,235			    ,221		     ,220		      ,221		       ,224			,223			 ,231
,263			 ,597			  ,272			   ,281			    ,274		     ,262		      ,261		       ,314			,260			 ,279
,329			 ,406			  ,306			   ,335			    ,320		     ,310		      ,309		       ,298			,305			 ,304
,343			 ,385			  ,421			   ,335			    ,342		     ,332		      ,348		       ,334			,365			 ,341
,468			 ,375			  ,497			   ,476			    ,375		     ,485		      ,374		       ,389			,383			 ,419
,410			 ,439			  ,424			   ,773			    ,501		     ,606		      ,432		       ,409			,592			 ,426
,788			 ,471			  ,464			   ,446			    ,587		     ,515		      ,446		       ,458			,446			 ,658
,484			 ,506			  ,478			   ,483			    ,485		     ,654		      ,481		       ,486			,481			 ,623
