,5810			 ,5243			  ,5217			   ,5493		    ,5240		     ,6067		      ,5272		       ,5080			,5210			 ,5199
,17963			 ,17654			  ,18185		   ,17919		    ,17587		     ,17918		      ,17581		       ,18173			,17526			 ,18252
,31419			 ,31179			  ,30931		   ,31260		    ,30674		     ,30723		      ,31243		       ,30738			,31304			 ,31421
,45108			 ,44663			  ,44610		   ,44466		    ,44526		     ,44041		      ,44632		       ,44448			,44736			 ,44416
,55095			 ,57708			  ,56804		   ,57787		    ,57589		     ,57746		      ,57309		       ,58683			,57137			 ,57760
,71496			 ,71109			  ,71614		   ,71525		    ,70297		     ,72768		      ,72971		       ,71776			,72389			 ,72160
,85684			 ,85067			  ,85082		   ,86348		    ,85642		     ,85713		      ,85613		       ,85189			,85061			 ,85086
,99700			 ,98558			  ,100847		   ,101564		    ,100190		     ,100082		      ,97373		       ,100852			,99703			 ,101402
,112188			 ,113305		  ,113611		   ,113137		    ,116775		     ,113668		      ,113451		       ,116347			,114433			 ,116954
,126796			 ,128486		  ,127422		   ,128390		    ,128680		     ,128289		      ,128325		       ,127952			,129007			 ,130465
,143783			 ,144566		  ,141475		   ,142497		    ,141875		     ,140905		      ,142513		       ,143796			,143718			 ,141776
