,98776		 ,97888		  ,98703	   ,100388	    ,103763	     ,100349	      ,97870
,96704		 ,101609	  ,122067	   ,134206	    ,99486	     ,152152	      ,105206
,97862		 ,112688	  ,111327	   ,138515	    ,142218	     ,114408	      ,99660
,107919		 ,132270	  ,135237	   ,118096	    ,109032	     ,118691	      ,101584
,111688		 ,139156	  ,114549	   ,111300	    ,118281	     ,101517	      ,103846
,129235		 ,123989	  ,124267	   ,115789	    ,116968	     ,112393	      ,123470
,136156		 ,121321	  ,118551	   ,106381	    ,109018	     ,106597	      ,108136
,108537		 ,120979	  ,118697	   ,106780	    ,111323	     ,114577	      ,110904
,117065		 ,115360	  ,113227	   ,116662	    ,120404	     ,117105	      ,111277
,109788		 ,120898	  ,127849	   ,115746	    ,117389	     ,119751	      ,118911
,113300		 ,113436	  ,133962	   ,140505	    ,142926	     ,129251	      ,120484
,118208		 ,120356	  ,118208	   ,118678	    ,117816	     ,118457	      ,119709
,121353		 ,121387	  ,119446	   ,122409	    ,120822	     ,124539	      ,124056
,120371		 ,122632	  ,125877	   ,126054	    ,127491	     ,128364	      ,124429
,130166		 ,150360	  ,137197	   ,133158	    ,133966	     ,134121	      ,136138
,139620		 ,137166	  ,140957	   ,137690	    ,139342	     ,144167	      ,140479
,168138		 ,141338	  ,141534	   ,139553	    ,137206	     ,139997	      ,137747
,138742		 ,141362	  ,139402	   ,139212	    ,144001	     ,143786	      ,139298
,140014		 ,144243	  ,147125	   ,141598	    ,144618	     ,144324	      ,146404
,146432		 ,141669	  ,150738	   ,150897	    ,148080	     ,160060	      ,154690
,161810		 ,153804	  ,152823	   ,151197	    ,179448	     ,156151	      ,148864
,158194		 ,158386	  ,165979	   ,154509	    ,156387	     ,154376	      ,155907
,161153		 ,160037	  ,158085	   ,158724	    ,157682	     ,155902	      ,158659
,162614		 ,160250	  ,162410	   ,163725	    ,163942	     ,158726	      ,161137
,159530		 ,161403	  ,167111	   ,160321	    ,165100	     ,163385	      ,159894
,162860		 ,162719	  ,162122	   ,166359	    ,177688	     ,167656	      ,162730
,173273		 ,177048	  ,172381	   ,172492	    ,172601	     ,172318	      ,174241
,174106		 ,174060	  ,176185	   ,179509	    ,179133	     ,174263	      ,176044
,175009		 ,176356	  ,190321	   ,181826	    ,182259	     ,183694	      ,177708
,183649		 ,177209	  ,177265	   ,175914	    ,207014	     ,190488	      ,176118
,183992		 ,180145	  ,180692	   ,182149	    ,176047	     ,180399	      ,179060
,200890		 ,180900	  ,187107	   ,180920	    ,182191	     ,179820	      ,183594
,182712		 ,184652	  ,188430	   ,184994	    ,184357	     ,186298	      ,185993
