,7186			 ,7237			  ,7134			   ,7888		    ,7181		     ,8727		      ,7183		       ,7230			,7343			 ,7246
,18629			 ,20320			  ,23185		   ,21318		    ,21317		     ,25732		      ,19232		       ,21014			,21143			 ,19007
,37560			 ,30694			  ,35068		   ,32934		    ,31112		     ,40085		      ,35342		       ,35312			,46852			 ,43595
,44445			 ,58439			  ,51972		   ,72142		    ,54940		     ,45645		      ,55889		       ,48363			,54575			 ,88363
,65091			 ,94381			  ,82255		   ,59519		    ,74321		     ,77079		      ,90432		       ,76079			,67169			 ,56808
,114365			 ,88345			  ,118871		   ,80584		    ,85337		     ,119337		      ,74571		       ,83548			,94391			 ,96157
,112938			 ,107361		  ,89672		   ,98338		    ,88147		     ,108680		      ,126787		       ,101623			,120214			 ,112674
,131783			 ,114666		  ,126392		   ,108583		    ,124122		     ,115340		      ,158230		       ,111720			,145289			 ,104218
,120410			 ,148223		  ,143280		   ,137152		    ,137161		     ,189484		      ,169885		       ,147666			,121024			 ,137981
,155846			 ,174271		  ,184262		   ,188799		    ,141072		     ,194491		      ,153298		       ,202469			,165003			 ,158814
,221711			 ,188944		  ,170806		   ,165904		    ,144418		     ,194802		      ,150217		       ,201771			,165016			 ,196354
