,48030			 ,46585			  ,50215		   ,48689		    ,49151		     ,47416		      ,49938		       ,49479			,46688			 ,46596
,49316			 ,52872			  ,57645		   ,55502		    ,56344		     ,64387		      ,50358		       ,55383			,53792			 ,49316
,61944			 ,47331			  ,58863		   ,50891		    ,51281		     ,62995		      ,58364		       ,52070			,70546			 ,65633
,47769			 ,62296			  ,55988		   ,75483		    ,58242		     ,46790		      ,58272		       ,53311			,59174			 ,90660
,58607			 ,75810			  ,70014		   ,53584		    ,62931		     ,68002		      ,75927		       ,64584			,58660			 ,53319
,76616			 ,59184			  ,80819		   ,58240		    ,57535		     ,79032		      ,50932		       ,56101			,64489			 ,66701
,60708			 ,59192			  ,49779		   ,55421		    ,48734		     ,62254		      ,73538		       ,58511			,70532			 ,62451
,64347			 ,57893			  ,64457		   ,54509		    ,61475		     ,57742		      ,76046		       ,55621			,68797			 ,51098
,53864			 ,64093			  ,64205		   ,61026		    ,61256		     ,79030		      ,73263		       ,63173			,56386			 ,61348
,61523			 ,65113			  ,78959		   ,73952		    ,55101		     ,73045		      ,58408		       ,77276			,64197			 ,62497
,76354			 ,67693			  ,59948		   ,60156		    ,52744		     ,68750		      ,55560		       ,68756			,57387			 ,65970
