,53596			 ,55798			  ,53758		   ,48646		    ,50081		     ,49991		      ,49449		       ,56878			,49617			 ,50133
,69375			 ,50010			  ,50698		   ,61100		    ,61119		     ,54662		      ,49064		       ,49171			,63644			 ,53237
,70239			 ,69975			  ,52311		   ,49095		    ,49187		     ,52641		      ,53458		       ,56686			,49833			 ,49025
,60718			 ,60531			  ,53121		   ,62239		    ,71146		     ,81243		      ,53913		       ,80963			,63174			 ,48105
,57286			 ,52748			  ,52699		   ,87865		    ,70034		     ,56932		      ,55974		       ,53704			,72128			 ,76396
,70665			 ,52873			  ,71513		   ,53060		    ,62820		     ,68303		      ,69681		       ,50015			,63023			 ,71778
,69160			 ,79265			  ,59232		   ,63949		    ,58491		     ,64517		      ,66086		       ,53301			,57201			 ,49119
,65292			 ,60271			  ,82715		   ,60642		    ,62446		     ,54055		      ,71621		       ,71865			,61223			 ,60630
,69639			 ,69365			  ,65162		   ,64880		    ,69715		     ,68412		      ,68735		       ,72902			,58855			 ,68393
,69254			 ,70325			  ,64095		   ,62378		    ,74028		     ,51598		      ,79313		       ,68421			,59556			 ,62709
,59158			 ,66206			  ,56668		   ,62728		    ,69393		     ,67372		      ,65181		       ,76151			,66095			 ,56373
