,8641			 ,9202			  ,8993			   ,10456		    ,8459		     ,9470		      ,9609		       ,8332			,9499			 ,8938
,20607			 ,18502			  ,19605		   ,19970		    ,21818		     ,19644		      ,18552		       ,19880			,18737			 ,20224
,31806			 ,35688			  ,29868		   ,33253		    ,33804		     ,38801		      ,35200		       ,30921			,36809			 ,29738
,44735			 ,56378			  ,53665		   ,49916		    ,49064		     ,43564		      ,48577		       ,47400			,51870			 ,48133
,56242			 ,52084			  ,59276		   ,55098		    ,57079		     ,53562		      ,69722		       ,87469			,53618			 ,54688
,63479			 ,65096			  ,68425		   ,68494		    ,68592		     ,76968		      ,74517		       ,85233			,68026			 ,75438
,80751			 ,75795			  ,75413		   ,84715		    ,75887		     ,83855		      ,76511		       ,75898			,81663			 ,84818
,92169			 ,90626			  ,96742		   ,88083		    ,88677		     ,97351		      ,89294		       ,89109			,96818			 ,88258
,100305			 ,101102		  ,100759		   ,100727		    ,99692		     ,99575		      ,100942		       ,100547			,100699			 ,101104
,113569			 ,113025		  ,110638		   ,113942		    ,112058		     ,115688		      ,112738		       ,122599			,112539			 ,116208
,124574			 ,124596		  ,123778		   ,124259		    ,124909		     ,124980		      ,124273		       ,125257			,128412			 ,124794
