,46707			 ,44093			  ,47421		   ,53688		    ,49626		     ,48822		      ,47280		       ,46423			,48370			 ,45731
,52429			 ,48416			  ,55417		   ,49082		    ,63953		     ,50396		      ,48453		       ,52967			,48841			 ,54577
,55291			 ,54295			  ,55023		   ,54185		    ,51011		     ,52224		      ,48277		       ,51134			,68148			 ,51933
,51591			 ,56859			  ,67767		   ,66563		    ,63279		     ,69609		      ,45736		       ,64379			,55135			 ,54792
,60470			 ,53159			  ,56110		   ,53273		    ,64422		     ,50588		      ,69429		       ,73781			,54225			 ,50094
,64221			 ,59452			  ,49279		   ,77157		    ,49671		     ,51967		      ,52411		       ,61307			,55541			 ,62021
,61862			 ,57404			  ,54370		   ,62680		    ,55707		     ,52218		      ,58763		       ,55528			,68338			 ,50886
,53003			 ,48808			  ,57261		   ,63948		    ,52625		     ,45552		      ,49837		       ,48510			,59982			 ,50552
,51703			 ,51205			  ,59240		   ,49945		    ,49929		     ,59074		      ,53258		       ,50327			,52924			 ,64696
,51319			 ,57875			  ,56355		   ,53993		    ,57053		     ,51549		      ,56864		       ,57149			,52973			 ,61650
,54475			 ,55036			  ,55515		   ,50335		    ,53083		     ,58165		      ,50325		       ,48032			,52764			 ,50327
