,110238			 ,104553		  ,98562		   ,97975		    ,133646		     ,163283		      ,103407		       ,118860			,124496			 ,104970
,100304			 ,123706		  ,96363		   ,98280		    ,108008		     ,105161		      ,106327		       ,100412			,110306			 ,102267
,111153			 ,105833		  ,129737		   ,110205		    ,108328		     ,125195		      ,112570		       ,108898			,110484			 ,107959
,127106			 ,127499		  ,125035		   ,108622		    ,109391		     ,127450		      ,107061		       ,136212			,125429			 ,177556
,119376			 ,105535		  ,112219		   ,121398		    ,99170		     ,112677		      ,108301		       ,113494			,130592			 ,153776
,126964			 ,107169		  ,144492		   ,109406		    ,121523		     ,106404		      ,102695		       ,114199			,129375			 ,144960
,122577			 ,119977		  ,125177		   ,110701		    ,122294		     ,114820		      ,107559		       ,136178			,115086			 ,114403
,106162			 ,98770			  ,128700		   ,101180		    ,113727		     ,118707		      ,98664		       ,105586			,105947			 ,109856
,129975			 ,109958		  ,113362		   ,103081		    ,107610		     ,112080		      ,116762		       ,106476			,112271			 ,134242
,102096			 ,108949		  ,113142		   ,103680		    ,105730		     ,110492		      ,112165		       ,124931			,111232			 ,103383
,109631			 ,122392		  ,108438		   ,132503		    ,105857		     ,115658		      ,105542		       ,104884			,130087			 ,127059
