,8367			 ,8203			  ,8279			   ,7641		    ,7586		     ,7710		      ,8356		       ,8438			,7205			 ,7889
,29932			 ,20247			  ,20241		   ,25537		    ,28041		     ,23372		      ,19810		       ,21023			,28041			 ,22958
,51632			 ,47102			  ,34424		   ,33546		    ,32849		     ,37962		      ,40064		       ,40339			,34807			 ,36293
,63273			 ,60320			  ,50736		   ,61229		    ,72930		     ,87484		      ,58101		       ,81912			,63449			 ,50790
,72014			 ,62194			  ,68964		   ,115118		    ,92092		     ,73919		      ,74996		       ,68964			,89238			 ,94474
,119246			 ,79135			  ,123648		   ,84051		    ,99888		     ,111040		      ,115972		       ,78347			,97763			 ,122241
,133589			 ,163339		  ,113756		   ,120693		    ,113652		     ,131298		      ,127289		       ,105216			,109393			 ,97308
,149838			 ,139640		  ,187593		   ,136551		    ,140182		     ,115643		      ,163318		       ,167930			,128567			 ,139289
,163925			 ,181362		  ,156383		   ,159845		    ,175918		     ,158906		      ,175606		       ,190562			,147885			 ,172897
,203189			 ,211753		  ,171913		   ,181782		    ,214521		     ,146461		      ,214250		       ,205302			,173521			 ,182435
,181633			 ,207382		  ,162806		   ,191726		    ,226395		     ,222389		      ,204014		       ,247019			,210816			 ,164420
