,637			 ,610			  ,775			   ,591			    ,603		     ,598		      ,744		       ,637			,574			 ,600
,802			 ,644			  ,635			   ,710			    ,762		     ,691		      ,633		       ,638			,764			 ,683
,880			 ,820			  ,703			   ,692			    ,676		     ,713		      ,765		       ,746			,691			 ,716
,803			 ,803			  ,722			   ,796			    ,872		     ,1009		      ,775		       ,952			,829			 ,711
,866			 ,768			  ,800			   ,1070		    ,931		     ,839		      ,836		       ,812			,919			 ,932
,915			 ,757			  ,889			   ,785			    ,873		     ,880		      ,870		       ,771			,857			 ,888
,904			 ,977			  ,850			   ,876			    ,858		     ,900		      ,869		       ,839			,862			 ,817
,944			 ,915			  ,1042			   ,940			    ,918		     ,882		      ,971		       ,969			,898			 ,943
,1032			 ,1085			  ,1029			   ,1030		    ,1032		     ,1041		      ,1053		       ,1059			,1008			 ,1048
,1002			 ,1085			  ,929			   ,949			    ,1021		     ,885		      ,1013		       ,953			,939			 ,942
,912			 ,965			  ,887			   ,918			    ,974		     ,974		      ,949		       ,973			,962			 ,908
