,251			 ,260			  ,257			   ,252			    ,269		     ,260		      ,255		       ,250			,254			 ,248
,272			 ,269			  ,271			   ,272			    ,272		     ,282		      ,297		       ,269			,273			 ,273
,292			 ,294			  ,298			   ,296			    ,297		     ,302		      ,297		       ,314			,319			 ,293
,311			 ,336			  ,315			   ,324			    ,342		     ,320		      ,322		       ,397			,328			 ,315
,361			 ,347			  ,369			   ,398			    ,341		     ,367		      ,351		       ,356			,397			 ,342
,366			 ,423			  ,388			   ,365			    ,362		     ,379		      ,375		       ,361			,390			 ,377
,447			 ,388			  ,383			   ,384			    ,393		     ,411		      ,402		       ,487			,418			 ,394
,460			 ,494			  ,447			   ,406			    ,405		     ,466		      ,440		       ,501			,431			 ,403
,468			 ,430			  ,445			   ,476			    ,433		     ,439		      ,479		       ,569			,467			 ,511
,501			 ,488			  ,524			   ,533			    ,457		     ,558		      ,476		       ,455			,469			 ,528
,492			 ,515			  ,522			   ,522			    ,593		     ,551		      ,510		       ,506			,526			 ,501
