,44881			 ,46276			  ,47767		   ,48582		    ,50642		     ,47432		      ,53394		       ,48536			,44563			 ,50583
,49326			 ,47670			  ,48285		   ,46578		    ,48106		     ,49765		      ,48089		       ,47592			,49715			 ,49196
,45710			 ,44044			  ,44473		   ,45401		    ,46173		     ,48043		      ,49510		       ,45722			,51918			 ,47351
,49282			 ,50840			  ,48214		   ,50929		    ,52589		     ,50894		      ,50865		       ,61991			,48075			 ,46387
,55479			 ,48775			  ,54817		   ,60186		    ,49940		     ,53133		      ,49576		       ,49670			,58283			 ,49221
,46074			 ,59543			  ,47665		   ,45188		    ,44410		     ,45547		      ,44437		       ,44736			,50745			 ,50706
,57681			 ,48154			  ,50172		   ,50541		    ,49742		     ,52537		      ,49089		       ,65508			,53319			 ,50648
,57229			 ,63794			  ,54185		   ,47969		    ,49171		     ,55330		      ,51398		       ,66234			,55077			 ,47934
,53657			 ,48964			  ,51605		   ,55421		    ,50253		     ,50328		      ,67427		       ,65601			,53442			 ,59283
,56237			 ,52080			  ,59317		   ,61660		    ,50655		     ,59294		      ,50539		       ,50915			,52628			 ,55477
,51783			 ,54932			  ,54446		   ,52634		    ,64788		     ,55649		      ,48700		       ,50233			,53896			 ,51112
