,46022			 ,47550			  ,51301		   ,55372		    ,50136		     ,57240		      ,52561		       ,45008			,48769			 ,46204
,50483			 ,46812			  ,52468		   ,55074		    ,54917		     ,52657		      ,49780		       ,49262			,46002			 ,50996
,51237			 ,57754			  ,49321		   ,53437		    ,51033		     ,60137		      ,53418		       ,49566			,56776			 ,54261
,50022			 ,62307			  ,62486		   ,57284		    ,59169		     ,52440		      ,56817		       ,55469			,59982			 ,53006
,55077			 ,49161			  ,56759		   ,54101		    ,52129		     ,50707		      ,67167		       ,76173			,48174			 ,52379
,48950			 ,48878			  ,52893		   ,51654		    ,49975		     ,59940		      ,56080		       ,62492			,52057			 ,55173
,49641			 ,45361			  ,57714		   ,54711		    ,45109		     ,50646		      ,48891		       ,45392			,61932			 ,50778
,50695			 ,47690			  ,50461		   ,45524		    ,47010		     ,53204		      ,47329		       ,46709			,52518			 ,45442
,49285			 ,48012			  ,49073		   ,49502		    ,48298		     ,49029		      ,48295		       ,48819			,48860			 ,50504
,48453			 ,49343			  ,50069		   ,49749		    ,54946		     ,51330		      ,49777		       ,53560			,49818			 ,52942
,48756			 ,49898			  ,49544		   ,47989		    ,49183		     ,50655		      ,48644		       ,48261			,51575			 ,48314
